Year,Month,Group,State,Condition Group,Condition,Age Group,COVID-19 Deaths,Number of Mentions
2021.0,10.0,By Month,Missouri,Circulatory diseases,Hypertensive diseases,All Ages,52.0,54.0
2021.0,11.0,By Month,Missouri,Circulatory diseases,Hypertensive diseases,All Ages,55.0,55.0
2021.0,12.0,By Month,Missouri,Circulatory diseases,Hypertensive diseases,All Ages,91.0,92.0
2020.0,1.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,0.0,0.0
2020.0,4.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,30.0,32.0
2020.0,5.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,36.0,37.0
2020.0,6.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,12.0,13.0
2020.0,7.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,18.0,21.0
2020.0,8.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,38.0,40.0
2020.0,9.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,69.0,71.0
2020.0,10.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,89.0,96.0
2020.0,11.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,191.0,199.0
2020.0,12.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,202.0,215.0
2021.0,1.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,139.0,154.0
2021.0,2.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,56.0,61.0
2021.0,3.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,27.0,31.0
2021.0,4.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,26.0,27.0
2021.0,5.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,24.0,28.0
2021.0,6.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,21.0,22.0
2021.0,7.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,55.0,61.0
2021.0,8.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,98.0,99.0
2021.0,9.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,72.0,75.0
2021.0,10.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,43.0,46.0
2021.0,11.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,42.0,44.0
2021.0,12.0,By Month,Missouri,Circulatory diseases,Ischemic heart disease,All Ages,87.0,97.0
2020.0,1.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,0.0,0.0
2020.0,4.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,20.0,20.0
2020.0,5.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,14.0,14.0
2020.0,7.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,12.0,12.0
2020.0,8.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,25.0,25.0
2020.0,9.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,33.0,33.0
2020.0,10.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,52.0,52.0
2020.0,11.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,121.0,121.0
2020.0,12.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,132.0,132.0
2021.0,1.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,73.0,73.0
2021.0,2.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,43.0,43.0
2021.0,3.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,18.0,18.0
2021.0,4.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,16.0,16.0
2021.0,6.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,22.0,22.0
2021.0,7.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,61.0,61.0
2021.0,8.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,105.0,105.0
2021.0,9.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,77.0,77.0
2021.0,10.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,43.0,43.0
2021.0,11.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,39.0,39.0
2021.0,12.0,By Month,Missouri,Circulatory diseases,Cardiac arrest,All Ages,98.0,98.0
2020.0,1.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,0.0,0.0
2020.0,4.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,34.0,35.0
2020.0,5.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,27.0,27.0
2020.0,7.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,19.0,20.0
2020.0,8.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,40.0,40.0
2020.0,9.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,45.0,47.0
2020.0,10.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,87.0,89.0
2020.0,11.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,147.0,150.0
2020.0,12.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,154.0,161.0
2021.0,1.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,123.0,129.0
2021.0,2.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,56.0,56.0
2021.0,3.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,20.0,20.0
2021.0,4.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,14.0,14.0
2021.0,5.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,20.0,20.0
2021.0,6.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,15.0,15.0
2021.0,7.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,39.0,40.0
2021.0,8.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,84.0,85.0
2021.0,9.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,53.0,53.0
2021.0,10.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,26.0,26.0
2021.0,11.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,36.0,36.0
2021.0,12.0,By Month,Missouri,Circulatory diseases,Cardiac arrhythmia,All Ages,73.0,74.0
2020.0,1.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,0.0,0.0
2020.0,4.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,33.0,33.0
2020.0,5.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,34.0,34.0
2020.0,6.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,13.0,13.0
2020.0,7.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,19.0,19.0
2020.0,8.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,37.0,37.0
2020.0,9.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,45.0,45.0
2020.0,10.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,99.0,99.0
2020.0,11.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,153.0,153.0
2020.0,12.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,185.0,185.0
2021.0,1.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,132.0,132.0
2021.0,2.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,51.0,51.0
2021.0,3.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,31.0,31.0
2021.0,4.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,21.0,21.0
2021.0,5.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,20.0,20.0
2021.0,6.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,16.0,16.0
2021.0,7.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,46.0,46.0
2021.0,8.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,71.0,71.0
2021.0,9.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,66.0,66.0
2021.0,10.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,40.0,40.0
2021.0,11.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,48.0,48.0
2021.0,12.0,By Month,Missouri,Circulatory diseases,Heart failure,All Ages,65.0,65.0
2020.0,1.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,0.0,0.0
2020.0,4.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,18.0,18.0
2020.0,5.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,25.0,25.0
2020.0,7.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,10.0,10.0
2020.0,8.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,27.0,28.0
2020.0,9.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,45.0,47.0
2020.0,10.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,51.0,54.0
2020.0,11.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,97.0,99.0
2020.0,12.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,129.0,132.0
2021.0,1.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,92.0,96.0
2021.0,2.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,39.0,41.0
2021.0,3.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,19.0,20.0
2021.0,4.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,12.0,12.0
2021.0,5.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,19.0,20.0
2021.0,6.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,16.0,17.0
2021.0,7.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,19.0,19.0
2021.0,8.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,47.0,49.0
2021.0,9.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,33.0,34.0
2021.0,10.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,28.0,28.0
2021.0,11.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,23.0,23.0
2021.0,12.0,By Month,Missouri,Circulatory diseases,Cerebrovascular diseases,All Ages,43.0,43.0
2020.0,1.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,0.0,0.0
2020.0,3.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,0.0,0.0
2020.0,4.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,24.0,25.0
2020.0,5.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,17.0,19.0
2020.0,7.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,20.0,21.0
2020.0,8.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,17.0,18.0
2020.0,9.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,37.0,42.0
2020.0,10.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,52.0,55.0
2020.0,11.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,96.0,104.0
2020.0,12.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,143.0,156.0
2021.0,1.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,109.0,115.0
2021.0,2.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,52.0,58.0
2021.0,3.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,31.0,34.0
2021.0,4.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,24.0,27.0
2021.0,5.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,21.0,22.0
2021.0,6.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,22.0,23.0
2021.0,7.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,49.0,54.0
2021.0,8.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,100.0,105.0
2021.0,9.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,93.0,100.0
2021.0,10.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,68.0,73.0
2021.0,11.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,48.0,55.0
2021.0,12.0,By Month,Missouri,Circulatory diseases,Other diseases of the circulatory system,All Ages,75.0,82.0
2020.0,1.0,By Month,Missouri,Sepsis,Sepsis,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,Sepsis,Sepsis,All Ages,0.0,0.0
2020.0,4.0,By Month,Missouri,Sepsis,Sepsis,All Ages,81.0,81.0
2020.0,5.0,By Month,Missouri,Sepsis,Sepsis,All Ages,49.0,49.0
2020.0,6.0,By Month,Missouri,Sepsis,Sepsis,All Ages,15.0,15.0
2020.0,7.0,By Month,Missouri,Sepsis,Sepsis,All Ages,30.0,30.0
2020.0,8.0,By Month,Missouri,Sepsis,Sepsis,All Ages,37.0,37.0
2020.0,9.0,By Month,Missouri,Sepsis,Sepsis,All Ages,66.0,66.0
2020.0,10.0,By Month,Missouri,Sepsis,Sepsis,All Ages,103.0,103.0
2020.0,11.0,By Month,Missouri,Sepsis,Sepsis,All Ages,160.0,160.0
2020.0,12.0,By Month,Missouri,Sepsis,Sepsis,All Ages,168.0,168.0
2021.0,1.0,By Month,Missouri,Sepsis,Sepsis,All Ages,134.0,134.0
2021.0,2.0,By Month,Missouri,Sepsis,Sepsis,All Ages,53.0,53.0
2021.0,3.0,By Month,Missouri,Sepsis,Sepsis,All Ages,45.0,45.0
2021.0,4.0,By Month,Missouri,Sepsis,Sepsis,All Ages,18.0,18.0
2021.0,5.0,By Month,Missouri,Sepsis,Sepsis,All Ages,21.0,21.0
2021.0,6.0,By Month,Missouri,Sepsis,Sepsis,All Ages,25.0,25.0
2021.0,7.0,By Month,Missouri,Sepsis,Sepsis,All Ages,69.0,69.0
2021.0,8.0,By Month,Missouri,Sepsis,Sepsis,All Ages,145.0,145.0
2021.0,9.0,By Month,Missouri,Sepsis,Sepsis,All Ages,110.0,110.0
2021.0,10.0,By Month,Missouri,Sepsis,Sepsis,All Ages,83.0,83.0
2021.0,11.0,By Month,Missouri,Sepsis,Sepsis,All Ages,49.0,49.0
2021.0,12.0,By Month,Missouri,Sepsis,Sepsis,All Ages,105.0,105.0
2020.0,1.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,0.0,0.0
2020.0,4.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,19.0,21.0
2020.0,8.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,26.0,29.0
2020.0,9.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,26.0,29.0
2020.0,10.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,48.0,54.0
2020.0,11.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,93.0,101.0
2020.0,12.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,112.0,120.0
2021.0,1.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,69.0,78.0
2021.0,2.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,30.0,33.0
2021.0,3.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,24.0,26.0
2021.0,4.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,13.0,13.0
2021.0,6.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,22.0,28.0
2021.0,7.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,33.0,34.0
2021.0,8.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,57.0,61.0
2021.0,9.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,48.0,54.0
2021.0,10.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,25.0,31.0
2021.0,11.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,24.0,26.0
2021.0,12.0,By Month,Missouri,Malignant neoplasms,Malignant neoplasms,All Ages,47.0,51.0
2020.0,1.0,By Month,Missouri,Diabetes,Diabetes,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,Diabetes,Diabetes,All Ages,0.0,0.0
2020.0,4.0,By Month,Missouri,Diabetes,Diabetes,All Ages,50.0,51.0
2020.0,5.0,By Month,Missouri,Diabetes,Diabetes,All Ages,39.0,40.0
2020.0,6.0,By Month,Missouri,Diabetes,Diabetes,All Ages,14.0,14.0
2020.0,7.0,By Month,Missouri,Diabetes,Diabetes,All Ages,20.0,20.0
2020.0,8.0,By Month,Missouri,Diabetes,Diabetes,All Ages,37.0,38.0
2020.0,9.0,By Month,Missouri,Diabetes,Diabetes,All Ages,56.0,56.0
2020.0,10.0,By Month,Missouri,Diabetes,Diabetes,All Ages,129.0,129.0
2020.0,11.0,By Month,Missouri,Diabetes,Diabetes,All Ages,220.0,223.0
2020.0,12.0,By Month,Missouri,Diabetes,Diabetes,All Ages,230.0,232.0
2021.0,1.0,By Month,Missouri,Diabetes,Diabetes,All Ages,178.0,182.0
2021.0,2.0,By Month,Missouri,Diabetes,Diabetes,All Ages,55.0,55.0
2021.0,3.0,By Month,Missouri,Diabetes,Diabetes,All Ages,35.0,37.0
2021.0,4.0,By Month,Missouri,Diabetes,Diabetes,All Ages,26.0,26.0
2021.0,5.0,By Month,Missouri,Diabetes,Diabetes,All Ages,20.0,21.0
2021.0,6.0,By Month,Missouri,Diabetes,Diabetes,All Ages,26.0,26.0
2021.0,7.0,By Month,Missouri,Diabetes,Diabetes,All Ages,60.0,60.0
2021.0,8.0,By Month,Missouri,Diabetes,Diabetes,All Ages,151.0,154.0
2021.0,9.0,By Month,Missouri,Diabetes,Diabetes,All Ages,82.0,82.0
2021.0,10.0,By Month,Missouri,Diabetes,Diabetes,All Ages,60.0,60.0
2021.0,11.0,By Month,Missouri,Diabetes,Diabetes,All Ages,51.0,51.0
2021.0,12.0,By Month,Missouri,Diabetes,Diabetes,All Ages,94.0,94.0
2020.0,1.0,By Month,Missouri,Obesity,Obesity,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,Obesity,Obesity,All Ages,0.0,0.0
2020.0,3.0,By Month,Missouri,Obesity,Obesity,All Ages,0.0,0.0
2020.0,8.0,By Month,Missouri,Obesity,Obesity,All Ages,13.0,13.0
2020.0,9.0,By Month,Missouri,Obesity,Obesity,All Ages,17.0,17.0
2020.0,10.0,By Month,Missouri,Obesity,Obesity,All Ages,34.0,34.0
2020.0,11.0,By Month,Missouri,Obesity,Obesity,All Ages,47.0,47.0
2020.0,12.0,By Month,Missouri,Obesity,Obesity,All Ages,53.0,53.0
2021.0,1.0,By Month,Missouri,Obesity,Obesity,All Ages,52.0,52.0
2021.0,2.0,By Month,Missouri,Obesity,Obesity,All Ages,13.0,13.0
2021.0,3.0,By Month,Missouri,Obesity,Obesity,All Ages,12.0,12.0
2021.0,6.0,By Month,Missouri,Obesity,Obesity,All Ages,14.0,14.0
2021.0,7.0,By Month,Missouri,Obesity,Obesity,All Ages,48.0,48.0
2021.0,8.0,By Month,Missouri,Obesity,Obesity,All Ages,81.0,81.0
2021.0,9.0,By Month,Missouri,Obesity,Obesity,All Ages,55.0,55.0
2021.0,10.0,By Month,Missouri,Obesity,Obesity,All Ages,31.0,31.0
2021.0,11.0,By Month,Missouri,Obesity,Obesity,All Ages,30.0,30.0
2021.0,12.0,By Month,Missouri,Obesity,Obesity,All Ages,34.0,34.0
2020.0,1.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,0.0,0.0
2020.0,3.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,0.0,0.0
2020.0,4.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,11.0,11.0
2020.0,5.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,35.0,35.0
2020.0,6.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,25.0,25.0
2020.0,7.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,23.0,23.0
2020.0,8.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,17.0,17.0
2020.0,9.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,28.0,28.0
2020.0,10.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,62.0,62.0
2020.0,11.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,117.0,117.0
2020.0,12.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,120.0,120.0
2021.0,1.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,62.0,62.0
2021.0,2.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,23.0,23.0
2021.0,7.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,12.0,12.0
2021.0,8.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,13.0,13.0
2021.0,9.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,11.0,11.0
2021.0,12.0,By Month,Missouri,Alzheimer disease,Alzheimer disease,All Ages,15.0,15.0
2020.0,1.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,0.0,0.0
2020.0,3.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,0.0,0.0
2020.0,4.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,29.0,29.0
2020.0,5.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,49.0,49.0
2020.0,6.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,32.0,32.0
2020.0,7.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,31.0,31.0
2020.0,8.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,41.0,41.0
2020.0,9.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,62.0,64.0
2020.0,10.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,121.0,121.0
2020.0,11.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,206.0,208.0
2020.0,12.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,202.0,203.0
2021.0,1.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,120.0,121.0
2021.0,2.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,47.0,47.0
2021.0,3.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,13.0,13.0
2021.0,5.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,10.0,10.0
2021.0,7.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,19.0,19.0
2021.0,8.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,24.0,24.0
2021.0,9.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,26.0,26.0
2021.0,10.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,17.0,17.0
2021.0,11.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,25.0,25.0
2021.0,12.0,By Month,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,31.0,31.0
2020.0,1.0,By Month,Missouri,Renal failure,Renal failure,All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,Renal failure,Renal failure,All Ages,0.0,0.0
2020.0,4.0,By Month,Missouri,Renal failure,Renal failure,All Ages,66.0,66.0
2020.0,5.0,By Month,Missouri,Renal failure,Renal failure,All Ages,48.0,50.0
2020.0,6.0,By Month,Missouri,Renal failure,Renal failure,All Ages,20.0,20.0
2020.0,7.0,By Month,Missouri,Renal failure,Renal failure,All Ages,41.0,42.0
2020.0,8.0,By Month,Missouri,Renal failure,Renal failure,All Ages,63.0,65.0
2020.0,9.0,By Month,Missouri,Renal failure,Renal failure,All Ages,73.0,76.0
2020.0,10.0,By Month,Missouri,Renal failure,Renal failure,All Ages,107.0,115.0
2020.0,11.0,By Month,Missouri,Renal failure,Renal failure,All Ages,203.0,216.0
2020.0,12.0,By Month,Missouri,Renal failure,Renal failure,All Ages,214.0,221.0
2021.0,1.0,By Month,Missouri,Renal failure,Renal failure,All Ages,207.0,216.0
2021.0,2.0,By Month,Missouri,Renal failure,Renal failure,All Ages,82.0,89.0
2021.0,3.0,By Month,Missouri,Renal failure,Renal failure,All Ages,28.0,28.0
2021.0,4.0,By Month,Missouri,Renal failure,Renal failure,All Ages,28.0,29.0
2021.0,5.0,By Month,Missouri,Renal failure,Renal failure,All Ages,34.0,36.0
2021.0,6.0,By Month,Missouri,Renal failure,Renal failure,All Ages,31.0,32.0
2021.0,7.0,By Month,Missouri,Renal failure,Renal failure,All Ages,105.0,108.0
2021.0,8.0,By Month,Missouri,Renal failure,Renal failure,All Ages,172.0,184.0
2021.0,9.0,By Month,Missouri,Renal failure,Renal failure,All Ages,127.0,133.0
2021.0,10.0,By Month,Missouri,Renal failure,Renal failure,All Ages,83.0,90.0
2021.0,11.0,By Month,Missouri,Renal failure,Renal failure,All Ages,60.0,65.0
2021.0,12.0,By Month,Missouri,Renal failure,Renal failure,All Ages,144.0,153.0
2020.0,1.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0.0,0.0
2020.0,2.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0.0,0.0
2020.0,3.0,By Month,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0.0,0.0
